,fps,duration,cudaTotal
avg_64,21.35,46.9031,0
max_64,22.6081,59.5332,0
min_64,16.7973,44.2319,0
32,21.9211,45.6182,0
33,21.5135,46.4824,0
34,21.6832,46.1187,0
35,21.5142,46.481,0
36,21.0609,47.4814,0
37,21.5432,46.4185,0
38,22.6081,44.2319,0
39,16.7973,59.5332,0
40,21.9321,45.5952,0
41,21.7269,46.0259,0
42,21.285,46.9814,0
43,21.9523,45.5532,0
44,21.6374,46.2163,0
45,21.9019,45.6582,0
46,21.7817,45.9102,0
47,21.65,46.1895,0
48,21.2514,47.0557,0
49,22.0966,45.2559,0
50,21.6262,46.2402,0
51,21.7299,46.0195,0
52,21.2483,47.0625,0
53,21.7461,45.9854,0
54,21.2263,47.1113,0
55,21.8169,45.8359,0
56,21.7152,46.0508,0
57,20.9044,47.8369,0
58,21.0215,47.5703,0
59,21.3587,46.8193,0
60,20.9754,47.6748,0
61,21.2087,47.1504,0
62,21.9371,45.585,0
63,21.7493,45.9785,0
64,22.1099,45.2285,0
65,21.6157,46.2627,0
66,20.8707,47.9141,0
67,21.5525,46.3984,0
68,21.3636,46.8086,0
69,20.8588,47.9414,0
70,21.2149,47.1367,0
71,22.2536,44.9365,0
72,21.8789,45.7061,0
73,21.4078,46.7119,0
74,21.0821,47.4336,0
75,20.9005,47.8457,0
76,21.567,46.3672,0
77,22.3118,44.8193,0
78,21.5176,46.4736,0
79,20.9604,47.709,0
80,20.9381,47.7598,0
81,20.4473,48.9062,0
82,20.7359,48.2256,0
83,20.802,48.0723,0
84,20.3401,49.1641,0
85,21.4446,46.6318,0
86,21.2026,47.1641,0
87,20.8984,47.8506,0
88,20.8388,47.9873,0
89,21.2872,46.9766,0
90,21.3071,46.9326,0
91,21.103,47.3867,0
92,21.0297,47.5518,0
93,21.8197,45.8301,0
94,21.9422,45.5742,0
95,20.6777,48.3613,0
